professionName,strategyName,mean,std,count_nonzero
Secretary,"ZeroBDT, -0.3PRT, 0.4ROIT",50.484848484848484,22.745209993130988,858
Truck Driver,"ZeroBDT, -0.3PRT, 0.4ROIT",50.705128205128204,22.59161040044057,858
Truck Driver,"ZeroBDT, -1.0PRT, 0.4ROIT",50.723255813953486,22.653232836737395,860
Secretary,"ZeroBDT, 0.3PRT, 0.8ROIT",50.759603469640645,22.52297870108694,807
Police Officer,"ZeroBDT, 0.6PRT, 0.0ROIT",50.90586419753087,19.651809018673397,648
Truck Driver,"ZeroBDT, 0.3PRT, 0.8ROIT",51.13011152416357,22.508375565177502,807
Nurse,"ZeroBDT, -0.3PRT, 0.0ROIT",51.411337209302324,18.91775625060112,688
Nurse,"ZeroBDT, -1.0PRT, 0.0ROIT",51.411337209302324,18.91775625060112,688
Janitor,"ZeroBDT, 0.3PRT, 0.2ROIT",51.452411994784875,23.19099979148665,767
Janitor,"ZeroBDT, 0.0PRT, 0.2ROIT",51.46023468057366,23.195404952509676,767
Nurse,"ZeroBDT, 0.0PRT, 0.0ROIT",51.46086956521739,18.99329357916665,690
Nurse,"ZeroBDT, 0.3PRT, 0.0ROIT",51.46086956521739,18.99329357916665,690
Janitor,"ZeroBDT, -1.0PRT, 0.2ROIT",51.46363636363636,23.15003031390449,770
Janitor,"ZeroBDT, -0.3PRT, 0.2ROIT",51.46363636363636,23.15003031390449,770
Secretary,"ZeroBDT, 0.0PRT, 0.5ROIT",51.562724014336915,21.576778369804728,837
Janitor,"ZeroBDT, 0.6PRT, 0.2ROIT",51.68333333333333,23.232027914097188,720
Janitor,"ZeroBDT, 0.3PRT, 0.4ROIT",51.875761266747865,23.23410360448435,821
Nurse,"ZeroBDT, 0.6PRT, 0.0ROIT",51.87893864013267,19.785148400012435,603
Truck Driver,"ZeroBDT, 0.0PRT, 0.5ROIT",51.91486810551559,21.617457587598288,834
Janitor,"ZeroBDT, 0.0PRT, 0.4ROIT",51.9890377588307,23.208621751089787,821
Janitor,"ZeroBDT, 0.6PRT, 0.4ROIT",52.0546875,23.15419947281395,768
Janitor,"ZeroBDT, 0.6PRT, 0.8ROIT",52.53846153846154,23.472015874712074,767
Janitor,"ZeroBDT, 0.6PRT, 0.5ROIT",52.53846153846154,23.472015874712074,767
Teacher (K-12),"ZeroBDT, 0.0PRT, 0.5ROIT",52.71395881006865,21.707006847561644,874
Mechanic,"ZeroBDT, 0.3PRT, 0.2ROIT",53.42994505494506,25.389359380174,728
Janitor,"ZeroBDT, 0.3PRT, 0.5ROIT",53.458333333333336,23.964764096489848,816
Mechanic,"ZeroBDT, 0.0PRT, 0.2ROIT",53.46840659340659,25.440365670240563,728
Mechanic,"ZeroBDT, -0.3PRT, 0.2ROIT",53.46986301369863,25.403461441402083,730
Mechanic,"ZeroBDT, -1.0PRT, 0.2ROIT",53.46986301369863,25.403461441402083,730
Police Officer,"ZeroBDT, 0.0PRT, 0.8ROIT",53.48451327433628,22.470351653174465,904
Business Manager,"ZeroBDT, -0.3PRT, 0.5ROIT",53.51165254237288,23.822289032382,944
Mechanic,"ZeroBDT, 0.3PRT, 0.4ROIT",53.65850515463917,25.49678041322027,776
Teacher (K-12),"ZeroBDT, 0.0PRT, 0.0ROIT",53.6794682422452,20.811191395275294,677
Teacher (K-12),"ZeroBDT, 0.3PRT, 0.0ROIT",53.6794682422452,20.811191395275294,677
Engineer,"ZeroBDT, -0.3PRT, 0.5ROIT",53.746808510638296,23.00571166811113,940
Teacher (K-12),"ZeroBDT, -1.0PRT, 0.0ROIT",53.75699558173785,20.838007886337696,679
Teacher (K-12),"ZeroBDT, -0.3PRT, 0.0ROIT",53.75699558173785,20.838007886337696,679
Mechanic,"ZeroBDT, 0.0PRT, 0.4ROIT",53.821106821106824,25.608978115371464,777
Mechanic,"ZeroBDT, 0.6PRT, 0.4ROIT",53.95955369595537,26.113092754561954,717
Mechanic,"ZeroBDT, 0.6PRT, 0.2ROIT",54.09795321637427,26.47517241158749,684
Airline Pilot,"ZeroBDT, -1.0PRT, 0.8ROIT",54.14591836734694,25.41243319021338,980
Business Manager,"ZeroBDT, -1.0PRT, 0.5ROIT",54.304621848739494,24.01597916319572,952
Teacher (K-12),"ZeroBDT, 0.6PRT, 0.0ROIT",54.35924006908463,21.60374815557714,579
Mechanic,"ZeroBDT, 0.6PRT, 0.8ROIT",54.77762237762238,26.238019593905012,715
Mechanic,"ZeroBDT, 0.6PRT, 0.5ROIT",54.77762237762238,26.238019593905012,715
Engineer,"ZeroBDT, -1.0PRT, 0.5ROIT",54.78842105263158,23.88862621006032,950
Mechanic,"ZeroBDT, 0.3PRT, 0.5ROIT",55.373711340206185,25.78040325296716,776
Janitor,"ZeroBDT, 0.0PRT, 0.5ROIT",56.70802919708029,24.768450891616133,822
Nurse,"ZeroBDT, 0.0PRT, 0.8ROIT",57.17094972067039,24.018562096005272,895
Doctor,"ZeroBDT, -0.3PRT, 0.8ROIT",57.223232323232324,17.10774946230156,990
Janitor,"ZeroBDT, -1.0PRT, 0.4ROIT",57.27251461988304,27.65900389740532,855
Janitor,"ZeroBDT, -0.3PRT, 0.4ROIT",57.291228070175436,27.649158700172308,855
Mechanic,"ZeroBDT, 0.0PRT, 0.5ROIT",58.46871008939974,26.426440476583135,783
Janitor,"ZeroBDT, 0.3PRT, 0.8ROIT",58.49811320754717,26.238797469723977,795
Truck Driver,"ZeroBDT, -0.3PRT, 0.0ROIT",58.72712933753943,21.483664883654434,634
Truck Driver,"ZeroBDT, -1.0PRT, 0.0ROIT",58.72712933753943,21.483664883654434,634
Truck Driver,"ZeroBDT, 0.3PRT, 0.0ROIT",58.73659305993691,21.4919438612161,634
Truck Driver,"ZeroBDT, 0.0PRT, 0.0ROIT",58.73659305993691,21.4919438612161,634
Truck Driver,"ZeroBDT, 0.6PRT, 0.0ROIT",58.88539741219963,21.989429052916588,541
Mechanic,"ZeroBDT, -0.3PRT, 0.4ROIT",59.20634920634921,28.4282678755851,819
Mechanic,"ZeroBDT, -1.0PRT, 0.4ROIT",59.30365853658537,28.388448635013457,820
Secretary,"ZeroBDT, -1.0PRT, 0.0ROIT",59.5703125,22.102720639846545,640
Secretary,"ZeroBDT, -0.3PRT, 0.0ROIT",59.5703125,22.102720639846545,640
Secretary,"ZeroBDT, 0.0PRT, 0.0ROIT",59.5846394984326,22.155470688387428,638
Secretary,"ZeroBDT, 0.3PRT, 0.0ROIT",59.5846394984326,22.155470688387428,638
Secretary,"ZeroBDT, 0.6PRT, 0.0ROIT",60.13148148148148,22.71292427574002,540
Janitor,"ZeroBDT, 0.3PRT, 0.0ROIT",60.28935532233883,26.73496755420338,667
Janitor,"ZeroBDT, 0.0PRT, 0.0ROIT",60.28935532233883,26.73496755420338,667
Janitor,"ZeroBDT, -0.3PRT, 0.0ROIT",60.295081967213115,26.716744533408637,671
Janitor,"ZeroBDT, -1.0PRT, 0.0ROIT",60.295081967213115,26.716744533408637,671
Teacher (K-12),"ZeroBDT, 0.0PRT, 0.8ROIT",60.30171428571428,26.065187323187864,875
Janitor,"ZeroBDT, 0.6PRT, 0.0ROIT",60.39297658862876,26.95826697497927,598
Mechanic,"ZeroBDT, 0.3PRT, 0.8ROIT",60.42629482071713,30.364631567271772,753
Lawyer,"ZeroBDT, -0.3PRT, 0.8ROIT",60.80821917808219,39.86389153087875,949
Secretary,"ZeroBDT, 0.0PRT, 0.8ROIT",61.42560975609756,26.761107086536928,820
Truck Driver,"ZeroBDT, 0.0PRT, 0.8ROIT",61.829268292682926,27.481597740309155,820
Doctor,"ZeroBDT, -1.0PRT, 0.8ROIT",63.09969788519638,18.39878397951245,993
Mechanic,"ZeroBDT, -0.3PRT, 0.0ROIT",65.01510067114094,27.63796147409628,596
Mechanic,"ZeroBDT, -1.0PRT, 0.0ROIT",65.01510067114094,27.63796147409628,596
Mechanic,"ZeroBDT, 0.0PRT, 0.0ROIT",65.04915254237288,27.740293720781533,590
Mechanic,"ZeroBDT, 0.3PRT, 0.0ROIT",65.04915254237288,27.740293720781533,590
Mechanic,"ZeroBDT, 0.6PRT, 0.0ROIT",65.19924812030075,27.99606105261703,532
Police Officer,"ZeroBDT, -1.0PRT, 0.5ROIT",66.11777301927195,27.113770166758826,934
Police Officer,"ZeroBDT, -0.3PRT, 0.5ROIT",66.5505376344086,27.26053631900058,930
Lawyer,"ZeroBDT, -1.0PRT, 0.8ROIT",66.64555669050051,42.46918777414886,979
Engineer,"ZeroBDT, -0.3PRT, 0.8ROIT",70.32885211995864,38.36259696348068,967
Business Manager,"ZeroBDT, -0.3PRT, 0.8ROIT",70.652977412731,40.152262953835866,974
Mechanic,"ZeroBDT, 0.0PRT, 0.8ROIT",72.31640625,32.66854028705041,768
